timestamp,local_run_id,route_position,humanoid_class,capacity,remaining_time,role,inspected,action,action_side
2025-07-29T13:26:15.892216,0,-1,"(, )","(0,10)",720,"(, )",NN,save,unknown
2025-07-29T13:26:15.892216,0,-1,"(healthy, healthy)","(1,10)",690,"(Civilian, Civilian)",NN,save,left
2025-07-29T13:26:15.893290,0,-1,"(, )","(1,10)",690,"(, )",NN,squish,unknown
2025-07-29T13:26:15.893290,0,-1,"(corpse, zombie)","(1,10)",685,"(Civilian, Child)",NN,squish,left
2025-07-29T13:26:15.895458,0,-1,"(, )","(1,10)",685,"(, )",NN,squish,unknown
2025-07-29T13:26:15.895458,0,-1,"(zombie, healthy)","(1,10)",680,"(Child, Child)",NN,squish,left
2025-07-29T13:26:15.896463,0,-1,"(, )","(1,10)",680,"(, )",NN,squish,unknown
2025-07-29T13:26:15.897476,0,-1,"(corpse, corpse, corpse)","(1,10)",675,"(Child, Police, Civilian)",NN,squish,right
2025-07-29T13:26:15.898476,0,-1,"(, )","(1,10)",675,"(, )",NN,squish,unknown
2025-07-29T13:26:15.898476,0,-1,"(corpse, healthy)","(1,10)",670,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:26:15.900492,0,-1,"(, )","(1,10)",670,"(, )",NN,save,unknown
2025-07-29T13:26:15.900492,0,-1,"(healthy, zombie, healthy)","(2,10)",640,"(Civilian, Civilian, Civilian)",NN,save,left
2025-07-29T13:26:15.901477,0,-1,"(, )","(2,10)",640,"(, )",NN,squish,unknown
2025-07-29T13:26:15.901477,0,-1,"(zombie, injured, healthy)","(2,10)",635,"(Child, Civilian, Police)",NN,squish,left
2025-07-29T13:26:15.902477,0,-1,"(, )","(2,10)",635,"(, )",NN,squish,unknown
2025-07-29T13:26:15.902477,0,-1,"(zombie, corpse, healthy)","(2,10)",630,"(Doctor, Militant, Civilian)",NN,squish,left
2025-07-29T13:26:15.903477,0,-1,"(, )","(2,10)",630,"(, )",NN,save,unknown
2025-07-29T13:26:15.903477,0,-1,"(healthy, healthy, healthy)","(3,10)",600,"(Child, Child, Civilian)",NN,save,left
2025-07-29T13:26:15.904477,0,-1,"(, )","(3,10)",600,"(, )",NN,squish,unknown
2025-07-29T13:26:15.904477,0,-1,"(corpse, corpse)","(3,10)",595,"(Child, Doctor)",NN,squish,right
2025-07-29T13:26:15.905477,0,-1,"(, )","(3,10)",595,"(, )",NN,squish,unknown
2025-07-29T13:26:15.905477,0,-1,"(corpse, injured)","(3,10)",590,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:26:15.906477,0,-1,"(, )","(3,10)",590,"(, )",NN,squish,unknown
2025-07-29T13:26:15.906477,0,-1,"(zombie, zombie, zombie)","(3,10)",585,"(Police, Police, Police)",NN,squish,left
2025-07-29T13:26:15.907477,0,-1,"(, )","(3,10)",585,"(, )",NN,save,unknown
2025-07-29T13:26:15.907477,0,-1,"(healthy, corpse, zombie, healthy)","(5,10)",555,"(Civilian, Civilian, Militant, Militant)",NN,save,left
2025-07-29T13:26:15.908981,0,-1,"(, )","(5,10)",555,"(, )",NN,squish,unknown
2025-07-29T13:26:15.908981,0,-1,"(zombie, corpse)","(5,10)",550,"(Child, Child)",NN,squish,left
2025-07-29T13:26:15.909983,0,-1,"(, )","(5,10)",550,"(, )",NN,save,unknown
2025-07-29T13:26:15.909983,0,-1,"(healthy, zombie, healthy)","(6,10)",520,"(Civilian, Police, Civilian)",NN,save,left
2025-07-29T13:26:15.910984,0,-1,"(, )","(6,10)",520,"(, )",NN,save,unknown
2025-07-29T13:26:15.910984,0,-1,"(healthy, injured)","(7,10)",490,"(Child, Doctor)",NN,save,left
2025-07-29T13:26:15.911984,0,-1,"(, )","(7,10)",490,"(, )",NN,save,unknown
2025-07-29T13:26:15.911984,0,-1,"(healthy, zombie)","(8,10)",460,"(Civilian, Doctor)",NN,save,left
2025-07-29T13:26:15.912984,0,-1,"(, )","(8,10)",460,"(, )",NN,save,unknown
2025-07-29T13:26:15.912984,0,-1,"(healthy, injured)","(9,10)",430,"(Police, Doctor)",NN,save,right
2025-07-29T13:26:15.914050,0,-1,"(, )","(9,10)",430,"(, )",NN,squish,unknown
2025-07-29T13:26:15.915059,0,-1,"(corpse, )","(9,10)",425,"(Civilian, )",NN,squish,left
2025-07-29T13:26:15.915059,0,-1,"(healthy, zombie, healthy)","(9,10)",425,"(Civilian, Civilian, Civilian)",NN,scram,both
2025-07-29T13:26:15.915059,0,-1,"(healthy, zombie, healthy)","(0,10)",305,"(Civilian, Civilian, Civilian)",NN,scram,both
2025-07-29T13:26:15.926578,0,20,FINAL_SCORE,"(0,10)",305,SCORE:341.0,ROUTE:COMPLETE,game_end,movements_20_20
