timestamp,local_run_id,route_position,humanoid_class,capacity,remaining_time,role,inspected,action,action_side
2025-07-29T13:26:02.563391,0,-1,"(, )","(0,10)",720,"(, )",NN,squish,unknown
2025-07-29T13:26:02.563391,0,-1,"(corpse, )","(0,10)",715,"(Doctor, )",NN,squish,left
2025-07-29T13:26:02.565897,0,-1,"(, )","(0,10)",715,"(, )",NN,save,unknown
2025-07-29T13:26:02.565897,0,-1,"(, healthy)","(0,10)",685,"(, Civilian)",NN,save,left
2025-07-29T13:26:02.566898,0,-1,"(, )","(0,10)",685,"(, )",NN,squish,unknown
2025-07-29T13:26:02.566898,0,-1,"(corpse, healthy, healthy)","(0,10)",680,"(Civilian, Militant, Militant)",NN,squish,left
2025-07-29T13:26:02.568898,0,-1,"(healthy, healthy)","(0,10)",680,"(Child, Civilian)",NN,skip_both,both
2025-07-29T13:26:02.568898,0,-1,"(healthy, healthy)","(0,10)",665,"(Child, Civilian)",NN,skip_both,both
2025-07-29T13:26:02.570898,0,-1,"(, )","(0,10)",665,"(, )",NN,squish,unknown
2025-07-29T13:26:02.570898,0,-1,"(zombie, )","(0,10)",660,"(Child, )",NN,squish,left
2025-07-29T13:26:02.571898,0,-1,"(, )","(0,10)",660,"(, )",NN,squish,unknown
2025-07-29T13:26:02.571898,0,-1,"(corpse, healthy)","(0,10)",655,"(Doctor, Doctor)",NN,squish,left
2025-07-29T13:26:02.572898,0,-1,"(, )","(0,10)",655,"(, )",NN,save,unknown
2025-07-29T13:26:02.572898,0,-1,"(injured, healthy, healthy)","(1,10)",625,"(Doctor, Doctor, Civilian)",NN,save,left
2025-07-29T13:26:02.574898,0,-1,"(, )","(1,10)",625,"(, )",NN,save,unknown
2025-07-29T13:26:02.574898,0,-1,"(healthy, zombie)","(2,10)",595,"(Civilian, Civilian)",NN,save,left
2025-07-29T13:26:02.575898,0,-1,"(, )","(2,10)",595,"(, )",NN,squish,unknown
2025-07-29T13:26:02.575898,0,-1,"(zombie, corpse, healthy)","(2,10)",590,"(Doctor, Militant, Civilian)",NN,squish,left
2025-07-29T13:26:02.576898,0,-1,"(, )","(2,10)",590,"(, )",NN,squish,unknown
2025-07-29T13:26:02.576898,0,-1,"(corpse, zombie)","(2,10)",585,"(Civilian, Police)",NN,squish,left
2025-07-29T13:26:02.577900,0,-1,"(, )","(2,10)",585,"(, )",NN,squish,unknown
2025-07-29T13:26:02.577900,0,-1,"(healthy, corpse)","(2,10)",580,"(Child, Police)",NN,squish,right
2025-07-29T13:26:02.579998,0,-1,"(, )","(2,10)",580,"(, )",NN,squish,unknown
2025-07-29T13:26:02.579998,0,-1,"(zombie, corpse, healthy)","(2,10)",575,"(Child, Doctor, Civilian)",NN,squish,left
2025-07-29T13:26:02.582117,0,-1,"(, )","(2,10)",575,"(, )",NN,squish,unknown
2025-07-29T13:26:02.582117,0,-1,"(healthy, corpse)","(2,10)",570,"(Civilian, Child)",NN,squish,right
2025-07-29T13:26:02.583117,0,-1,"(, )","(2,10)",570,"(, )",NN,squish,unknown
2025-07-29T13:26:02.583117,0,-1,"(healthy, corpse)","(2,10)",565,"(Child, Police)",NN,squish,right
2025-07-29T13:26:02.584117,0,-1,"(, )","(2,10)",565,"(, )",NN,squish,unknown
2025-07-29T13:26:02.584117,0,-1,"(zombie, zombie)","(2,10)",560,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:26:02.585143,0,-1,"(, )","(2,10)",560,"(, )",NN,squish,unknown
2025-07-29T13:26:02.585143,0,-1,"(zombie, healthy, healthy)","(2,10)",555,"(Child, Civilian, Child)",NN,squish,left
2025-07-29T13:26:02.586150,0,-1,"(, )","(2,10)",555,"(, )",NN,save,unknown
2025-07-29T13:26:02.586150,0,-1,"(healthy, healthy, healthy)","(3,10)",525,"(Civilian, Doctor, Child)",NN,save,left
2025-07-29T13:26:02.587180,0,-1,"(, )","(3,10)",525,"(, )",NN,save,unknown
2025-07-29T13:26:02.587180,0,-1,"(healthy, zombie)","(4,10)",495,"(Civilian, Militant)",NN,save,left
2025-07-29T13:26:02.587180,0,-1,"(, )","(4,10)",495,"(, )",NN,save,unknown
2025-07-29T13:26:02.587180,0,-1,"(healthy, healthy)","(5,10)",465,"(Civilian, Doctor)",NN,save,left
2025-07-29T13:26:02.588686,0,-1,"(, )","(5,10)",465,"(, )",NN,squish,unknown
2025-07-29T13:26:02.588686,0,-1,"(corpse, corpse)","(5,10)",460,"(Civilian, Child)",NN,squish,right
2025-07-29T13:26:02.599146,0,20,FINAL_SCORE,"(5,10)",460,SCORE:312.0,ROUTE:COMPLETE,game_end,movements_20_20
