timestamp,local_run_id,route_position,humanoid_class,capacity,remaining_time,role,inspected,action,action_side
2025-07-29T13:23:59.436149,0,-1,"(, )","(0,10)",720,"(, )",NN,save,unknown
2025-07-29T13:23:59.436149,0,-1,"(, healthy)","(0,10)",690,"(, Police)",NN,save,left
2025-07-29T13:23:59.438616,0,-1,"(, )","(0,10)",690,"(, )",NN,save,unknown
2025-07-29T13:23:59.438616,0,-1,"(healthy, zombie)","(1,10)",660,"(Militant, Civilian)",NN,save,left
2025-07-29T13:23:59.439625,0,-1,"(, )","(1,10)",660,"(, )",NN,squish,unknown
2025-07-29T13:23:59.439625,0,-1,"(injured, healthy)","(1,10)",655,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:23:59.440624,0,-1,"(, )","(1,10)",655,"(, )",NN,squish,unknown
2025-07-29T13:23:59.440624,0,-1,"(corpse, corpse)","(1,10)",650,"(Civilian, Child)",NN,squish,right
2025-07-29T13:23:59.442624,0,-1,"(, )","(1,10)",650,"(, )",NN,squish,unknown
2025-07-29T13:23:59.442624,0,-1,"(corpse, healthy, healthy)","(1,10)",645,"(Civilian, Militant, Child)",NN,squish,left
2025-07-29T13:23:59.443819,0,-1,"(, )","(1,10)",645,"(, )",NN,save,unknown
2025-07-29T13:23:59.443819,0,-1,"(healthy, healthy)","(2,10)",615,"(Doctor, Police)",NN,save,left
2025-07-29T13:23:59.444820,0,-1,"(, )","(2,10)",615,"(, )",NN,squish,unknown
2025-07-29T13:23:59.444820,0,-1,"(healthy, healthy, corpse, zombie)","(2,10)",610,"(Police, Child, Police, Civilian)",NN,squish,right
2025-07-29T13:23:59.446336,0,-1,"(, )","(2,10)",610,"(, )",NN,squish,unknown
2025-07-29T13:23:59.446336,0,-1,"(zombie, injured, healthy, zombie)","(2,10)",605,"(Civilian, Civilian, Doctor, Child)",NN,squish,left
2025-07-29T13:23:59.447338,0,-1,"(, )","(2,10)",605,"(, )",NN,squish,unknown
2025-07-29T13:23:59.447338,0,-1,"(zombie, zombie, corpse)","(2,10)",600,"(Police, Police, Civilian)",NN,squish,left
2025-07-29T13:23:59.448544,0,-1,"(, )","(2,10)",600,"(, )",NN,squish,unknown
2025-07-29T13:23:59.448544,0,-1,"(zombie, healthy, healthy)","(2,10)",595,"(Child, Civilian, Child)",NN,squish,left
2025-07-29T13:23:59.449571,0,-1,"(, )","(2,10)",595,"(, )",NN,squish,unknown
2025-07-29T13:23:59.449571,0,-1,"(corpse, injured)","(2,10)",590,"(Civilian, Civilian)",NN,squish,left
2025-07-29T13:23:59.451585,0,-1,"(, )","(2,10)",590,"(, )",NN,save,unknown
2025-07-29T13:23:59.451585,0,-1,"(, healthy, corpse)","(2,10)",560,"(, Civilian, Child)",NN,save,left
2025-07-29T13:23:59.452594,0,-1,"(, )","(2,10)",560,"(, )",NN,save,unknown
2025-07-29T13:23:59.452594,0,-1,"(injured, healthy, healthy)","(3,10)",530,"(Civilian, Child, Civilian)",NN,save,left
2025-07-29T13:23:59.453605,0,-1,"(, )","(3,10)",530,"(, )",NN,save,unknown
2025-07-29T13:23:59.453605,0,-1,"(healthy, zombie)","(4,10)",500,"(Civilian, Child)",NN,save,left
2025-07-29T13:23:59.454611,0,-1,"(, )","(4,10)",500,"(, )",NN,squish,unknown
2025-07-29T13:23:59.454611,0,-1,"(zombie, )","(4,10)",495,"(Civilian, )",NN,squish,left
2025-07-29T13:23:59.455609,0,-1,"(, )","(4,10)",495,"(, )",NN,squish,unknown
2025-07-29T13:23:59.455609,0,-1,"(zombie, healthy, zombie, healthy)","(4,10)",490,"(Doctor, Child, Civilian, Civilian)",NN,squish,left
2025-07-29T13:23:59.456609,0,-1,"(, )","(4,10)",490,"(, )",NN,squish,unknown
2025-07-29T13:23:59.456609,0,-1,"(zombie, )","(4,10)",485,"(Police, )",NN,squish,left
2025-07-29T13:23:59.457114,0,-1,"(, )","(4,10)",485,"(, )",NN,save,unknown
2025-07-29T13:23:59.457114,0,-1,"(healthy, healthy, healthy)","(6,10)",455,"(Civilian, Child, Child)",NN,save,left
2025-07-29T13:23:59.459118,0,-1,"(, )","(6,10)",455,"(, )",NN,save,unknown
2025-07-29T13:24:00.105814,0,-1,"(healthy, healthy)","(7,10)",425,"(Police, Civilian)",NN,save,left
2025-07-29T13:24:00.107012,0,-1,"(, )","(7,10)",425,"(, )",NN,squish,unknown
2025-07-29T13:24:00.107012,0,-1,"(zombie, corpse)","(7,10)",420,"(Police, Doctor)",NN,squish,left
2025-07-29T13:24:00.115134,0,20,FINAL_SCORE,"(7,10)",420,SCORE:304.0,ROUTE:COMPLETE,game_end,movements_20_20
