timestamp,local_run_id,route_position,humanoid_class,capacity,remaining_time,role,inspected,action,action_side
2025-07-29T13:22:16.248276,0,-1,"(, )","(0,10)",720,"(, )",NN,squish,unknown
2025-07-29T13:22:16.248276,0,-1,"(corpse, healthy, healthy)","(0,10)",715,"(Civilian, Doctor, Civilian)",NN,squish,left
2025-07-29T13:22:16.249276,0,-1,"(, )","(0,10)",715,"(, )",NN,save,unknown
2025-07-29T13:22:16.249276,0,-1,"(healthy, healthy, corpse)","(1,10)",685,"(Civilian, Civilian, Child)",NN,save,left
2025-07-29T13:22:16.250286,0,-1,"(, )","(1,10)",685,"(, )",NN,squish,unknown
2025-07-29T13:22:16.250286,0,-1,"(zombie, corpse)","(1,10)",680,"(Doctor, Child)",NN,squish,left
2025-07-29T13:22:16.251276,0,-1,"(, )","(1,10)",680,"(, )",NN,squish,unknown
2025-07-29T13:22:16.251276,0,-1,"(injured, corpse)","(1,10)",675,"(Civilian, Doctor)",NN,squish,right
2025-07-29T13:22:16.252276,0,-1,"(, )","(1,10)",675,"(, )",NN,squish,unknown
2025-07-29T13:22:16.252276,0,-1,"(zombie, corpse)","(1,10)",670,"(Police, Doctor)",NN,squish,left
2025-07-29T13:22:16.253276,0,-1,"(, )","(1,10)",670,"(, )",NN,squish,unknown
2025-07-29T13:22:16.253276,0,-1,"(zombie, injured)","(1,10)",665,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:22:16.254386,0,-1,"(, )","(1,10)",665,"(, )",NN,save,unknown
2025-07-29T13:22:16.254386,0,-1,"(healthy, zombie, zombie, corpse)","(3,10)",635,"(Militant, Child, Civilian, Child)",NN,save,left
2025-07-29T13:22:16.255658,0,-1,"(, )","(3,10)",635,"(, )",NN,squish,unknown
2025-07-29T13:22:16.255658,0,-1,"(zombie, healthy)","(3,10)",630,"(Police, Militant)",NN,squish,left
2025-07-29T13:22:16.256657,0,-1,"(, )","(3,10)",630,"(, )",NN,squish,unknown
2025-07-29T13:22:16.256657,0,-1,"(zombie, )","(3,10)",625,"(Child, )",NN,squish,left
2025-07-29T13:22:16.257167,0,-1,"(, )","(3,10)",625,"(, )",NN,squish,unknown
2025-07-29T13:22:16.257167,0,-1,"(corpse, )","(3,10)",620,"(Doctor, )",NN,squish,left
2025-07-29T13:22:16.258170,0,-1,"(, )","(3,10)",620,"(, )",NN,squish,unknown
2025-07-29T13:22:16.258170,0,-1,"(healthy, corpse)","(3,10)",615,"(Police, Police)",NN,squish,right
2025-07-29T13:22:16.259226,0,-1,"(, )","(3,10)",615,"(, )",NN,squish,unknown
2025-07-29T13:22:16.259226,0,-1,"(zombie, zombie, zombie, healthy)","(3,10)",610,"(Child, Doctor, Militant, Militant)",NN,squish,left
2025-07-29T13:22:16.260298,0,-1,"(, )","(3,10)",610,"(, )",NN,squish,unknown
2025-07-29T13:22:16.260298,0,-1,"(healthy, corpse)","(3,10)",605,"(Militant, Doctor)",NN,squish,right
2025-07-29T13:22:16.260298,0,-1,"(, )","(3,10)",605,"(, )",NN,squish,unknown
2025-07-29T13:22:16.260298,0,-1,"(corpse, healthy)","(3,10)",600,"(Civilian, Civilian)",NN,squish,left
2025-07-29T13:22:16.261526,0,-1,"(, )","(3,10)",600,"(, )",NN,save,unknown
2025-07-29T13:22:16.261526,0,-1,"(healthy, healthy)","(4,10)",570,"(Civilian, Civilian)",NN,save,left
2025-07-29T13:22:16.262530,0,-1,"(, )","(4,10)",570,"(, )",NN,squish,unknown
2025-07-29T13:22:16.262530,0,-1,"(corpse, corpse, zombie)","(4,10)",565,"(Civilian, Doctor, Civilian)",NN,squish,right
2025-07-29T13:22:16.263551,0,-1,"(, )","(4,10)",565,"(, )",NN,squish,unknown
2025-07-29T13:22:16.263551,0,-1,"(zombie, healthy, healthy)","(4,10)",560,"(Civilian, Civilian, Child)",NN,squish,left
2025-07-29T13:22:16.264555,0,-1,"(, )","(4,10)",560,"(, )",NN,squish,unknown
2025-07-29T13:22:16.264555,0,-1,"(healthy, corpse)","(4,10)",555,"(Doctor, Child)",NN,squish,right
2025-07-29T13:22:16.265638,0,-1,"(, )","(4,10)",555,"(, )",NN,squish,unknown
2025-07-29T13:22:16.265638,0,-1,"(corpse, zombie)","(4,10)",550,"(Civilian, Doctor)",NN,squish,left
2025-07-29T13:22:16.266644,0,-1,"(, )","(4,10)",550,"(, )",NN,squish,unknown
2025-07-29T13:22:16.266644,0,-1,"(zombie, injured, healthy)","(4,10)",545,"(Child, Civilian, Civilian)",NN,squish,left
2025-07-29T13:22:16.276088,0,20,FINAL_SCORE,"(4,10)",545,SCORE:334.0,ROUTE:COMPLETE,game_end,movements_20_20
