timestamp,local_run_id,route_position,humanoid_class,capacity,remaining_time,role,inspected,action,action_side
2025-07-29T13:28:33.874999,0,-1,"(, )","(0,10)",720,"(, )",NN,save,unknown
2025-07-29T13:28:33.874999,0,-1,"(healthy, zombie)","(1,10)",690,"(Doctor, Police)",NN,save,left
2025-07-29T13:28:33.876000,0,-1,"(, )","(1,10)",690,"(, )",NN,squish,unknown
2025-07-29T13:28:33.876000,0,-1,"(zombie, healthy)","(1,10)",685,"(Child, Militant)",NN,squish,left
2025-07-29T13:28:33.877266,0,-1,"(, )","(1,10)",685,"(, )",NN,squish,unknown
2025-07-29T13:28:33.877266,0,-1,"(zombie, corpse)","(1,10)",680,"(Doctor, Police)",NN,squish,left
2025-07-29T13:28:33.878312,0,-1,"(, )","(1,10)",680,"(, )",NN,squish,unknown
2025-07-29T13:28:33.878312,0,-1,"(zombie, zombie)","(1,10)",675,"(Doctor, Child)",NN,squish,left
2025-07-29T13:28:33.879317,0,-1,"(, )","(1,10)",675,"(, )",NN,squish,unknown
2025-07-29T13:28:33.879317,0,-1,"(corpse, corpse)","(1,10)",670,"(Civilian, Child)",NN,squish,right
2025-07-29T13:28:33.881350,0,-1,"(, )","(1,10)",670,"(, )",NN,squish,unknown
2025-07-29T13:28:33.881350,0,-1,"(corpse, healthy, healthy)","(1,10)",665,"(Child, Child, Civilian)",NN,squish,left
2025-07-29T13:28:33.882717,0,-1,"(, )","(1,10)",665,"(, )",NN,squish,unknown
2025-07-29T13:28:33.882717,0,-1,"(healthy, corpse)","(1,10)",660,"(Police, Doctor)",NN,squish,right
2025-07-29T13:28:33.884726,0,-1,"(injured, zombie, healthy)","(1,10)",660,"(Civilian, Civilian, Civilian)",NN,scram,both
2025-07-29T13:28:33.884726,0,-1,"(injured, zombie, healthy)","(0,10)",540,"(Civilian, Civilian, Civilian)",NN,scram,both
2025-07-29T13:28:33.886232,0,-1,"(, )","(0,10)",540,"(, )",NN,squish,unknown
2025-07-29T13:28:33.886232,0,-1,"(zombie, healthy, )","(0,10)",535,"(Doctor, Child, )",NN,squish,left
2025-07-29T13:28:33.887234,0,-1,"(, )","(0,10)",535,"(, )",NN,squish,unknown
2025-07-29T13:28:33.887234,0,-1,"(zombie, healthy, zombie)","(0,10)",530,"(Child, Civilian, Child)",NN,squish,left
2025-07-29T13:28:33.888234,0,-1,"(, )","(0,10)",530,"(, )",NN,save,unknown
2025-07-29T13:28:33.888234,0,-1,"(healthy, healthy)","(1,10)",500,"(Civilian, Child)",NN,save,left
2025-07-29T13:28:33.889234,0,-1,"(, )","(1,10)",500,"(, )",NN,save,unknown
2025-07-29T13:28:33.889234,0,-1,"(healthy, zombie, healthy)","(2,10)",470,"(Civilian, Civilian, Civilian)",NN,save,left
2025-07-29T13:28:33.891234,0,-1,"(, )","(2,10)",470,"(, )",NN,save,unknown
2025-07-29T13:28:33.891234,0,-1,"(healthy, zombie)","(3,10)",440,"(Militant, Civilian)",NN,save,left
2025-07-29T13:28:33.892317,0,-1,"(, )","(3,10)",440,"(, )",NN,squish,unknown
2025-07-29T13:28:33.892317,0,-1,"(zombie, healthy, corpse)","(3,10)",435,"(Child, Civilian, Child)",NN,squish,left
2025-07-29T13:28:33.893321,0,-1,"(, )","(3,10)",435,"(, )",NN,squish,unknown
2025-07-29T13:28:33.893321,0,-1,"(zombie, zombie, zombie, healthy)","(3,10)",430,"(Child, Doctor, Police, Civilian)",NN,squish,left
2025-07-29T13:28:33.894325,0,-1,"(, )","(3,10)",430,"(, )",NN,squish,unknown
2025-07-29T13:28:33.894325,0,-1,"(healthy, corpse, zombie)","(3,10)",425,"(Civilian, Doctor, Civilian)",NN,squish,right
2025-07-29T13:28:33.894325,0,-1,"(, )","(3,10)",425,"(, )",NN,save,unknown
2025-07-29T13:28:33.894325,0,-1,"(healthy, zombie)","(4,10)",395,"(Doctor, Civilian)",NN,save,left
2025-07-29T13:28:33.895327,0,-1,"(, )","(4,10)",395,"(, )",NN,save,unknown
2025-07-29T13:28:35.181624,0,-1,"(injured, healthy)","(5,10)",365,"(Civilian, Police)",NN,save,right
2025-07-29T13:28:35.182627,0,-1,"(, )","(5,10)",365,"(, )",NN,save,unknown
2025-07-29T13:28:35.182627,0,-1,"(healthy, healthy)","(6,10)",335,"(Civilian, Civilian)",NN,save,left
2025-07-29T13:28:35.183963,0,-1,"(, )","(6,10)",335,"(, )",NN,save,unknown
2025-07-29T13:28:35.183963,0,-1,"(healthy, healthy, healthy, healthy)","(8,10)",305,"(Doctor, Civilian, Doctor, Child)",NN,save,left
2025-07-29T13:28:35.192557,0,20,FINAL_SCORE,"(8,10)",305,SCORE:351.0,ROUTE:COMPLETE,game_end,movements_20_20
